Source,Target,Lag,Lag_min,Val_corr,P_value,HH_ID
Activity_IR,Humidity,2,20,-0.0146,0.0,A0012
HeartRate,Humidity,2,20,-0.0428,0.0103,A0012
StressIndex,Humidity,2,20,0.0165,0.0292,A0012
Temperature,Humidity,2,20,0.0374,0.0,A0012
Humidity,Humidity,2,20,0.0674,0.0042,A0012
CO2,Humidity,2,20,-0.0034,0.0008,A0012
TVOC,Humidity,2,20,-0.0037,0.0003,A0012
Risk_bin,Humidity,2,20,-0.0119,0.0044,A0012
Activity_IR,Humidity,3,30,0.0422,0.0,A0012
StressIndex,Humidity,3,30,0.0015,0.0473,A0012
Temperature,Humidity,3,30,0.0321,0.009,A0012
Humidity,Humidity,3,30,-0.0081,0.009,A0012
CO2,Humidity,3,30,0.04,0.0249,A0012
TVOC,Humidity,3,30,0.0378,0.0355,A0012
StressIndex,Humidity,4,40,0.0061,0.0325,A0012
Temperature,Humidity,4,40,0.0392,0.0279,A0012
Humidity,Humidity,4,40,0.0347,0.0422,A0012
CO2,Humidity,4,40,0.0059,0.0091,A0012
TVOC,Humidity,4,40,0.037,0.006,A0012
Activity_IR,Humidity,5,50,0.0064,0.0143,A0012
HeartRate,Humidity,5,50,0.0025,0.0098,A0012
TVOC,Humidity,5,50,-0.0004,0.0152,A0012
HeartRate,Humidity,6,60,0.0053,0.0293,A0012
Temperature,Humidity,6,60,-0.0064,0.0264,A0012
Humidity,Humidity,6,60,0.0409,0.0375,A0012
CO2,Humidity,6,60,-0.0227,0.0263,A0012
TVOC,Humidity,6,60,-0.0219,0.0231,A0012
HeartRate,Risk_bin,1,10,0.0024,0.022,A0012
BreathRate,Risk_bin,1,10,-0.0362,0.0269,A0012
Temperature,Risk_bin,1,10,-0.0256,0.0271,A0012
Humidity,Risk_bin,1,10,0.017,0.0433,A0012
CO2,Risk_bin,1,10,0.0034,0.0005,A0012
TVOC,Risk_bin,1,10,-0.0413,0.0002,A0012
Risk_bin,Risk_bin,1,10,0.4767,0.0,A0012
Activity_IR,Risk_bin,2,20,-0.0572,0.0114,A0012
Temperature,Risk_bin,2,20,-0.0047,0.0468,A0012
CO2,Risk_bin,2,20,-0.0613,0.0036,A0012
TVOC,Risk_bin,2,20,-0.0593,0.0036,A0012
Risk_bin,Risk_bin,2,20,0.1032,0.0,A0012
StressIndex,Risk_bin,3,30,-0.0398,0.0413,A0012
Humidity,Risk_bin,3,30,-0.0297,0.0093,A0012
CO2,Risk_bin,3,30,-0.0358,0.0233,A0012
TVOC,Risk_bin,3,30,-0.0329,0.0365,A0012
Risk_bin,Risk_bin,3,30,0.0879,0.0,A0012
Humidity,Risk_bin,4,40,0.0107,0.0216,A0012
Risk_bin,Risk_bin,4,40,0.078,0.0,A0012
Temperature,Risk_bin,5,50,-0.0507,0.0054,A0012
CO2,Risk_bin,5,50,-0.0071,0.0427,A0012
TVOC,Risk_bin,5,50,0.0109,0.0095,A0012
Risk_bin,Risk_bin,5,50,0.0347,0.0,A0012
Temperature,Risk_bin,6,60,-0.0005,0.0061,A0012
CO2,Risk_bin,6,60,-0.0231,0.0446,A0012
Risk_bin,Risk_bin,6,60,0.0351,0.0001,A0012
HeartRate,StressIndex,1,10,-0.0555,0.0021,A0012
StressIndex,StressIndex,1,10,0.1727,0.0,A0012
Temperature,StressIndex,1,10,-0.0324,0.005,A0012
Humidity,StressIndex,1,10,0.0152,0.0404,A0012
Risk_bin,StressIndex,1,10,0.0126,0.0373,A0012
HeartRate,StressIndex,2,20,-0.0314,0.0,A0012
StressIndex,StressIndex,2,20,0.1113,0.0004,A0012
Humidity,StressIndex,2,20,-0.0063,0.0131,A0012
CO2,StressIndex,2,20,-0.0071,0.0485,A0012
StressIndex,StressIndex,3,30,0.0815,0.0,A0012
Humidity,StressIndex,3,30,0.0238,0.0493,A0012
Risk_bin,StressIndex,3,30,0.0074,0.0347,A0012
BreathRate,StressIndex,4,40,0.0162,0.011,A0012
StressIndex,StressIndex,4,40,0.0469,0.03,A0012
Temperature,StressIndex,4,40,-0.0095,0.0455,A0012
StressIndex,StressIndex,5,50,0.0538,0.0189,A0012
Temperature,StressIndex,5,50,0.0227,0.0037,A0012
Activity_IR,StressIndex,6,60,-0.0153,0.0452,A0012
StressIndex,StressIndex,6,60,0.0225,0.0063,A0012
Temperature,StressIndex,6,60,-0.0178,0.0054,A0012
Humidity,StressIndex,6,60,0.0074,0.0312,A0012
Risk_bin,StressIndex,6,60,-0.0067,0.0244,A0012
Activity_IR,TVOC,1,10,0.16,0.0,A0012
Temperature,TVOC,1,10,0.028,0.0021,A0012
Humidity,TVOC,1,10,0.0153,0.0077,A0012
CO2,TVOC,1,10,-0.066,0.0166,A0012
TVOC,TVOC,1,10,-0.065,0.0177,A0012
Activity_IR,TVOC,2,20,-0.047,0.0106,A0012
HeartRate,TVOC,2,20,0.0167,0.0215,A0012
StressIndex,TVOC,2,20,0.0467,0.001,A0012
Temperature,TVOC,2,20,-0.0107,0.0438,A0012
Activity_IR,TVOC,3,30,-0.0347,0.0063,A0012
HeartRate,TVOC,3,30,-0.0276,0.0059,A0012
BreathRate,TVOC,3,30,-0.028,0.0395,A0012
Temperature,TVOC,3,30,-0.0324,0.0039,A0012
Humidity,TVOC,3,30,-0.0243,0.0324,A0012
CO2,TVOC,3,30,0.0156,0.0011,A0012
TVOC,TVOC,3,30,0.0132,0.0013,A0012
Risk_bin,TVOC,3,30,-0.029,0.0236,A0012
Activity_IR,TVOC,4,40,-0.0177,0.0001,A0012
BreathRate,TVOC,4,40,-0.0002,0.0299,A0012
Humidity,TVOC,4,40,0.0036,0.0159,A0012
CO2,TVOC,4,40,0.0057,0.0072,A0012
TVOC,TVOC,4,40,-0.0283,0.0472,A0012
Activity_IR,TVOC,5,50,0.0222,0.0,A0012
BreathRate,TVOC,5,50,-0.0048,0.0296,A0012
Temperature,TVOC,5,50,-0.0058,0.0287,A0012
CO2,TVOC,5,50,-0.0055,0.0009,A0012
TVOC,TVOC,5,50,-0.0029,0.0044,A0012
Activity_IR,TVOC,6,60,-0.0559,0.0004,A0012
HeartRate,TVOC,6,60,-0.0178,0.0461,A0012
Temperature,TVOC,6,60,-0.0279,0.0156,A0012
Humidity,TVOC,6,60,-0.0218,0.0443,A0012
CO2,TVOC,6,60,0.0348,0.0013,A0012
TVOC,TVOC,6,60,-0.0201,0.0165,A0012
Risk_bin,TVOC,6,60,0.0008,0.0451,A0012
Activity_IR,Temperature,1,10,0.1321,0.0,A0012
HeartRate,Temperature,1,10,0.04,0.0039,A0012
BreathRate,Temperature,1,10,-0.0044,0.048,A0012
StressIndex,Temperature,1,10,-0.0242,0.0083,A0012
Temperature,Temperature,1,10,0.7893,0.0,A0012
Humidity,Temperature,1,10,0.0716,0.0,A0012
CO2,Temperature,1,10,0.0454,0.0002,A0012
TVOC,Temperature,1,10,0.0437,0.0002,A0012
Activity_IR,Temperature,2,20,-0.0758,0.0001,A0012
Temperature,Temperature,2,20,-0.1478,0.0,A0012
Activity_IR,Temperature,3,30,-0.0805,0.0,A0012
HeartRate,Temperature,3,30,0.008,0.0179,A0012
BreathRate,Temperature,3,30,0.0308,0.0002,A0012
Temperature,Temperature,3,30,-0.006,0.0,A0012
Temperature,Temperature,4,40,-0.0083,0.0001,A0012
CO2,Temperature,4,40,-0.0268,0.0204,A0012
TVOC,Temperature,4,40,-0.0306,0.0064,A0012
Activity_IR,Temperature,5,50,0.0142,0.0027,A0012
Temperature,Temperature,5,50,0.0287,0.0067,A0012
CO2,Temperature,5,50,0.0271,0.0389,A0012
TVOC,Temperature,5,50,0.0098,0.0304,A0012
Activity_IR,Temperature,6,60,0.0123,0.0025,A0012
HeartRate,Temperature,6,60,-0.0232,0.0021,A0012
Temperature,Temperature,6,60,0.0183,0.007,A0012
Humidity,Temperature,6,60,-0.0146,0.0172,A0012
Activity_IR,Activity_IR,1,10,0.3123,0.0,A0013
BreathRate,Activity_IR,1,10,0.0482,0.0117,A0013
StressIndex,Activity_IR,1,10,0.0071,0.0168,A0013
Temperature,Activity_IR,1,10,0.0765,0.0002,A0013
Humidity,Activity_IR,1,10,0.0045,0.0037,A0013
TVOC,Activity_IR,1,10,-0.0004,0.0361,A0013
Risk_bin,Activity_IR,1,10,-0.0606,0.0,A0013
Activity_IR,Activity_IR,2,20,0.0469,0.0001,A0013
BreathRate,Activity_IR,2,20,-0.0004,0.0299,A0013
StressIndex,Activity_IR,2,20,0.0393,0.0049,A0013
Temperature,Activity_IR,2,20,0.0465,0.0002,A0013
Humidity,Activity_IR,2,20,0.0139,0.0045,A0013
CO2,Activity_IR,2,20,0.017,0.0209,A0013
TVOC,Activity_IR,2,20,0.013,0.0001,A0013
Activity_IR,Activity_IR,3,30,0.0659,0.0,A0013
HeartRate,Activity_IR,3,30,-0.0041,0.0421,A0013
Temperature,Activity_IR,3,30,0.0344,0.0006,A0013
CO2,Activity_IR,3,30,0.0527,0.0001,A0013
TVOC,Activity_IR,3,30,0.0041,0.0019,A0013
Temperature,Activity_IR,4,40,0.0264,0.0229,A0013
Humidity,Activity_IR,4,40,0.0432,0.0136,A0013
CO2,Activity_IR,4,40,0.0334,0.011,A0013
TVOC,Activity_IR,4,40,0.0035,0.0009,A0013
Risk_bin,Activity_IR,4,40,-0.0168,0.0186,A0013
HeartRate,Activity_IR,5,50,-0.0182,0.0206,A0013
StressIndex,Activity_IR,5,50,0.0219,0.0379,A0013
Temperature,Activity_IR,5,50,0.0156,0.0457,A0013
CO2,Activity_IR,5,50,0.024,0.0465,A0013
BreathRate,Activity_IR,6,60,0.012,0.0322,A0013
StressIndex,Activity_IR,6,60,0.0089,0.0495,A0013
Humidity,Activity_IR,6,60,0.0103,0.0017,A0013
CO2,Activity_IR,6,60,0.0128,0.0033,A0013
TVOC,Activity_IR,6,60,-0.0122,0.0043,A0013
HeartRate,BreathRate,1,10,0.0314,0.0057,A0013
BreathRate,BreathRate,1,10,0.3694,0.0,A0013
Activity_IR,BreathRate,2,20,0.0021,0.0483,A0013
BreathRate,BreathRate,2,20,0.0639,0.0,A0013
Temperature,BreathRate,2,20,-0.0004,0.0398,A0013
Humidity,BreathRate,2,20,0.0124,0.0057,A0013
Risk_bin,BreathRate,2,20,-0.012,0.0147,A0013
Activity_IR,BreathRate,3,30,0.0102,0.0198,A0013
HeartRate,BreathRate,3,30,0.0081,0.0195,A0013
BreathRate,BreathRate,3,30,0.0665,0.0003,A0013
BreathRate,BreathRate,4,40,0.0119,0.0,A0013
Humidity,BreathRate,4,40,0.0286,0.0242,A0013
Risk_bin,BreathRate,4,40,0.0003,0.0268,A0013
BreathRate,BreathRate,5,50,0.034,0.0009,A0013
CO2,BreathRate,5,50,0.0246,0.0211,A0013
TVOC,BreathRate,5,50,-0.0207,0.045,A0013
Risk_bin,BreathRate,5,50,-0.0293,0.0051,A0013
BreathRate,BreathRate,6,60,0.0195,0.0016,A0013
Risk_bin,BreathRate,6,60,-0.019,0.0217,A0013
Activity_IR,CO2,1,10,0.0712,0.0,A0013
CO2,CO2,1,10,0.0338,0.0001,A0013
TVOC,CO2,1,10,-0.0121,0.0,A0013
Risk_bin,CO2,1,10,-0.0317,0.0021,A0013
Activity_IR,CO2,2,20,-0.0124,0.0069,A0013
HeartRate,CO2,2,20,-0.0031,0.0176,A0013
Humidity,CO2,2,20,-0.0062,0.0,A0013
CO2,CO2,2,20,0.0114,0.028,A0013
TVOC,CO2,2,20,0.0492,0.0,A0013
Risk_bin,CO2,2,20,-0.0278,0.0148,A0013
HeartRate,CO2,3,30,0.0034,0.0025,A0013
StressIndex,CO2,3,30,0.0222,0.0049,A0013
Temperature,CO2,3,30,0.0203,0.0021,A0013
Humidity,CO2,3,30,-0.0346,0.0023,A0013
CO2,CO2,3,30,-0.0197,0.0353,A0013
TVOC,CO2,3,30,-0.0018,0.0069,A0013
HeartRate,CO2,4,40,-0.0056,0.0048,A0013
BreathRate,CO2,4,40,0.005,0.0362,A0013
Temperature,CO2,4,40,0.0108,0.0289,A0013
CO2,CO2,4,40,-0.0338,0.0007,A0013
TVOC,CO2,4,40,0.0059,0.0324,A0013
CO2,CO2,5,50,-0.0022,0.0007,A0013
BreathRate,CO2,6,60,0.0092,0.0007,A0013
CO2,CO2,6,60,-0.0228,0.0,A0013
TVOC,CO2,6,60,0.0275,0.0,A0013
Risk_bin,CO2,6,60,0.0211,0.0472,A0013
HeartRate,HeartRate,1,10,0.3319,0.0,A0013
BreathRate,HeartRate,1,10,0.0358,0.0175,A0013
StressIndex,HeartRate,1,10,-0.0391,0.0009,A0013
Temperature,HeartRate,1,10,0.0414,0.0046,A0013
Humidity,HeartRate,1,10,-0.0,0.0029,A0013
CO2,HeartRate,1,10,0.0194,0.0003,A0013
TVOC,HeartRate,1,10,0.0448,0.0002,A0013
Risk_bin,HeartRate,1,10,-0.0637,0.0021,A0013
Activity_IR,HeartRate,2,20,0.013,0.032,A0013
HeartRate,HeartRate,2,20,0.1335,0.0,A0013
BreathRate,HeartRate,2,20,0.0103,0.0131,A0013
StressIndex,HeartRate,2,20,-0.0441,0.0164,A0013
Temperature,HeartRate,2,20,-0.0153,0.0016,A0013
Humidity,HeartRate,2,20,0.0302,0.0046,A0013
CO2,HeartRate,2,20,0.0345,0.0,A0013
TVOC,HeartRate,2,20,-0.0121,0.0007,A0013
Activity_IR,HeartRate,3,30,0.0219,0.0002,A0013
HeartRate,HeartRate,3,30,0.0891,0.0,A0013
StressIndex,HeartRate,3,30,-0.0197,0.0336,A0013
Humidity,HeartRate,3,30,0.0011,0.022,A0013
CO2,HeartRate,3,30,0.0054,0.0393,A0013
TVOC,HeartRate,3,30,0.0045,0.0332,A0013
Risk_bin,HeartRate,3,30,-0.0195,0.0,A0013
HeartRate,HeartRate,4,40,0.0491,0.0013,A0013
BreathRate,HeartRate,4,40,0.024,0.02,A0013
StressIndex,HeartRate,4,40,-0.0225,0.0232,A0013
Temperature,HeartRate,4,40,-0.0026,0.026,A0013
CO2,HeartRate,4,40,-0.0012,0.0485,A0013
Risk_bin,HeartRate,4,40,-0.0153,0.0,A0013
Activity_IR,HeartRate,5,50,-0.0313,0.0267,A0013
BreathRate,HeartRate,5,50,-0.0133,0.0292,A0013
Temperature,HeartRate,5,50,-0.0098,0.0055,A0013
Humidity,HeartRate,5,50,0.0206,0.0008,A0013
Risk_bin,HeartRate,5,50,0.0002,0.0041,A0013
HeartRate,HeartRate,6,60,0.0545,0.0134,A0013
BreathRate,HeartRate,6,60,0.0363,0.0196,A0013
Humidity,HeartRate,6,60,-0.0041,0.0046,A0013
Risk_bin,HeartRate,6,60,-0.0242,0.0355,A0013
Activity_IR,Humidity,1,10,-0.0147,0.0075,A0013
HeartRate,Humidity,1,10,0.0171,0.002,A0013
StressIndex,Humidity,1,10,-0.021,0.0089,A0013
Temperature,Humidity,1,10,0.0099,0.0138,A0013
Humidity,Humidity,1,10,0.7621,0.0,A0013
CO2,Humidity,1,10,0.1296,0.0,A0013
TVOC,Humidity,1,10,0.0931,0.0,A0013
Risk_bin,Humidity,1,10,-0.0444,0.0056,A0013
Temperature,Humidity,2,20,-0.0178,0.0193,A0013
Humidity,Humidity,2,20,-0.1278,0.0,A0013
CO2,Humidity,2,20,0.014,0.006,A0013
TVOC,Humidity,2,20,0.0286,0.0005,A0013
BreathRate,Humidity,3,30,0.0246,0.0476,A0013
Temperature,Humidity,3,30,-0.0615,0.0001,A0013
Humidity,Humidity,3,30,-0.0066,0.0236,A0013
CO2,Humidity,3,30,0.005,0.0221,A0013
TVOC,Humidity,3,30,-0.0121,0.0423,A0013
Activity_IR,Humidity,4,40,-0.0182,0.038,A0013
BreathRate,Humidity,4,40,-0.0006,0.0047,A0013
StressIndex,Humidity,4,40,0.0265,0.0314,A0013
Temperature,Humidity,4,40,-0.028,0.0019,A0013
Humidity,Humidity,4,40,-0.0228,0.0,A0013
TVOC,Humidity,4,40,0.0207,0.0029,A0013
BreathRate,Humidity,5,50,-0.025,0.0465,A0013
StressIndex,Humidity,5,50,0.0207,0.0081,A0013
Temperature,Humidity,5,50,-0.0148,0.0,A0013
Humidity,Humidity,5,50,0.0117,0.0341,A0013
TVOC,Humidity,5,50,0.0277,0.0041,A0013
Risk_bin,Humidity,5,50,0.0295,0.0058,A0013
BreathRate,Humidity,6,60,-0.0013,0.029,A0013
StressIndex,Humidity,6,60,0.0124,0.0111,A0013
Temperature,Humidity,6,60,-0.0084,0.0076,A0013
Humidity,Humidity,6,60,0.015,0.0007,A0013
CO2,Humidity,6,60,-0.0065,0.0018,A0013
TVOC,Humidity,6,60,-0.0259,0.0005,A0013
Risk_bin,Humidity,6,60,-0.0148,0.0111,A0013
Activity_IR,Risk_bin,1,10,-0.04,0.0211,A0013
HeartRate,Risk_bin,1,10,-0.047,0.0034,A0013
BreathRate,Risk_bin,1,10,-0.011,0.0215,A0013
StressIndex,Risk_bin,1,10,-0.0074,0.0343,A0013
Temperature,Risk_bin,1,10,-0.0443,0.0007,A0013
Humidity,Risk_bin,1,10,-0.0184,0.0016,A0013
CO2,Risk_bin,1,10,0.0036,0.0004,A0013
TVOC,Risk_bin,1,10,-0.0521,0.0001,A0013
Risk_bin,Risk_bin,1,10,0.4394,0.0,A0013
BreathRate,Risk_bin,2,20,-0.0397,0.0061,A0013
CO2,Risk_bin,2,20,-0.019,0.0114,A0013
Risk_bin,Risk_bin,2,20,0.1272,0.0,A0013
Risk_bin,Risk_bin,3,30,0.087,0.0001,A0013
BreathRate,Risk_bin,4,40,-0.0202,0.0285,A0013
CO2,Risk_bin,4,40,-0.0156,0.0412,A0013
TVOC,Risk_bin,4,40,-0.0109,0.0445,A0013
Risk_bin,Risk_bin,4,40,0.0141,0.0184,A0013
StressIndex,Risk_bin,5,50,-0.0082,0.041,A0013
Risk_bin,Risk_bin,5,50,-0.0071,0.0491,A0013
BreathRate,Risk_bin,6,60,-0.026,0.0088,A0013
Temperature,Risk_bin,6,60,-0.0086,0.0273,A0013
CO2,Risk_bin,6,60,0.0265,0.002,A0013
TVOC,Risk_bin,6,60,0.0372,0.0,A0013
Risk_bin,Risk_bin,6,60,-0.0036,0.0277,A0013
Activity_IR,StressIndex,1,10,-0.0093,0.036,A0013
HeartRate,StressIndex,1,10,-0.0377,0.0082,A0013
BreathRate,StressIndex,1,10,-0.0225,0.0152,A0013
StressIndex,StressIndex,1,10,0.1646,0.0,A0013
Temperature,StressIndex,1,10,0.022,0.0467,A0013
Humidity,StressIndex,1,10,0.0222,0.0114,A0013
TVOC,StressIndex,1,10,0.0028,0.0035,A0013
Risk_bin,StressIndex,1,10,-0.0202,0.0409,A0013
HeartRate,StressIndex,2,20,-0.036,0.0072,A0013
StressIndex,StressIndex,2,20,0.103,0.0,A0013
Temperature,StressIndex,2,20,-0.0147,0.0195,A0013
HeartRate,StressIndex,3,30,-0.0278,0.0312,A0013
StressIndex,StressIndex,3,30,0.1171,0.0,A0013
CO2,StressIndex,3,30,-0.0232,0.0167,A0013
Risk_bin,StressIndex,3,30,-0.0015,0.0275,A0013
StressIndex,StressIndex,4,40,0.046,0.0018,A0013
Humidity,StressIndex,4,40,0.0024,0.0132,A0013
Temperature,StressIndex,5,50,0.0125,0.0467,A0013
Humidity,StressIndex,5,50,-0.0276,0.0091,A0013
HeartRate,StressIndex,6,60,-0.0176,0.0059,A0013
Temperature,StressIndex,6,60,0.0116,0.0183,A0013
Activity_IR,TVOC,1,10,0.0491,0.0003,A0013
StressIndex,TVOC,1,10,-0.0296,0.0351,A0013
Temperature,TVOC,1,10,0.0211,0.0095,A0013
CO2,TVOC,1,10,0.0186,0.0084,A0013
TVOC,TVOC,1,10,0.0,0.0002,A0013
Risk_bin,TVOC,1,10,-0.0224,0.0195,A0013
Activity_IR,TVOC,2,20,-0.0065,0.0099,A0013
HeartRate,TVOC,2,20,0.0068,0.0154,A0013
BreathRate,TVOC,2,20,0.0098,0.0218,A0013
StressIndex,TVOC,2,20,0.0018,0.0425,A0013
Humidity,TVOC,2,20,-0.0095,0.0,A0013
TVOC,TVOC,2,20,0.0359,0.0,A0013
BreathRate,TVOC,3,30,-0.0251,0.0286,A0013
StressIndex,TVOC,3,30,0.0135,0.0096,A0013
Temperature,TVOC,3,30,0.0076,0.0078,A0013
Humidity,TVOC,3,30,-0.0396,0.0,A0013
TVOC,TVOC,3,30,-0.0005,0.0428,A0013
HeartRate,TVOC,4,40,0.0018,0.0263,A0013
BreathRate,TVOC,4,40,-0.0161,0.0408,A0013
Temperature,TVOC,4,40,0.0142,0.0337,A0013
Humidity,TVOC,4,40,0.0068,0.0097,A0013
CO2,TVOC,4,40,-0.0327,0.0008,A0013
TVOC,TVOC,4,40,0.012,0.0186,A0013
Activity_IR,TVOC,5,50,0.0026,0.0124,A0013
StressIndex,TVOC,5,50,0.0008,0.0333,A0013
CO2,TVOC,5,50,-0.004,0.0083,A0013
TVOC,TVOC,5,50,-0.0059,0.009,A0013
Activity_IR,TVOC,6,60,0.0028,0.0138,A0013
BreathRate,TVOC,6,60,0.0092,0.0006,A0013
CO2,TVOC,6,60,-0.0114,0.0,A0013
TVOC,TVOC,6,60,0.0127,0.0,A0013
Activity_IR,Temperature,1,10,0.1107,0.0,A0013
HeartRate,Temperature,1,10,0.0004,0.0126,A0013
Temperature,Temperature,1,10,0.8272,0.0,A0013
Humidity,Temperature,1,10,0.1917,0.0,A0013
CO2,Temperature,1,10,0.1463,0.0,A0013
TVOC,Temperature,1,10,-0.0333,0.0,A0013
Risk_bin,Temperature,1,10,-0.0688,0.0012,A0013
Activity_IR,Temperature,2,20,-0.0481,0.0001,A0013
HeartRate,Temperature,2,20,-0.0183,0.0387,A0013
BreathRate,Temperature,2,20,0.0087,0.0268,A0013
Temperature,Temperature,2,20,-0.2716,0.0,A0013
Humidity,Temperature,2,20,-0.083,0.0,A0013
CO2,Temperature,2,20,-0.002,0.0195,A0013
TVOC,Temperature,2,20,0.04,0.0012,A0013
Risk_bin,Temperature,2,20,-0.0169,0.0081,A0013
HeartRate,Temperature,3,30,-0.0204,0.0205,A0013
BreathRate,Temperature,3,30,0.0184,0.0146,A0013
StressIndex,Temperature,3,30,0.0268,0.0117,A0013
Humidity,Temperature,3,30,-0.063,0.0006,A0013
CO2,Temperature,3,30,-0.0171,0.0145,A0013
TVOC,Temperature,3,30,-0.0182,0.0111,A0013
HeartRate,Temperature,4,40,-0.0039,0.0046,A0013
BreathRate,Temperature,4,40,0.0056,0.0282,A0013
StressIndex,Temperature,4,40,0.0401,0.01,A0013
Temperature,Temperature,4,40,-0.0009,0.0044,A0013
Humidity,Temperature,4,40,-0.0378,0.0071,A0013
TVOC,Temperature,4,40,-0.0361,0.0008,A0013
Activity_IR,Temperature,5,50,-0.0333,0.003,A0013
BreathRate,Temperature,5,50,0.0168,0.0241,A0013
StressIndex,Temperature,5,50,0.0342,0.0018,A0013
Temperature,Temperature,5,50,0.0418,0.0498,A0013
Humidity,Temperature,5,50,-0.0074,0.0103,A0013
HeartRate,Temperature,6,60,0.005,0.0077,A0013
BreathRate,Temperature,6,60,0.0019,0.0398,A0013
StressIndex,Temperature,6,60,0.0175,0.0421,A0013
CO2,Temperature,6,60,-0.0188,0.0479,A0013
Activity_IR,Activity_IR,1,10,0.1723,0.0,A0014
StressIndex,Activity_IR,1,10,0.0312,0.0213,A0014
Temperature,Activity_IR,1,10,0.0568,0.0391,A0014
Risk_bin,Activity_IR,1,10,-0.0239,0.0103,A0014
Risk_bin,Activity_IR,2,20,-0.0452,0.0291,A0014
BreathRate,Activity_IR,3,30,0.0085,0.0017,A0014
Risk_bin,Activity_IR,3,30,0.0289,0.0223,A0014
HeartRate,Activity_IR,4,40,0.0002,0.019,A0014
BreathRate,Activity_IR,4,40,0.038,0.0409,A0014
Temperature,Activity_IR,4,40,0.0374,0.0092,A0014
Risk_bin,Activity_IR,4,40,-0.0663,0.0075,A0014
BreathRate,Activity_IR,5,50,-0.0214,0.0273,A0014
CO2,Activity_IR,5,50,-0.0266,0.0097,A0014
TVOC,Activity_IR,5,50,0.055,0.0178,A0014
Humidity,Activity_IR,6,60,-0.0242,0.0225,A0014
Risk_bin,Activity_IR,6,60,-0.008,0.0198,A0014
Activity_IR,BreathRate,1,10,0.0729,0.0002,A0014
HeartRate,BreathRate,1,10,0.0719,0.0077,A0014
BreathRate,BreathRate,1,10,0.4704,0.0,A0014
CO2,BreathRate,1,10,0.0162,0.0462,A0014
TVOC,BreathRate,1,10,-0.0113,0.0408,A0014
Activity_IR,BreathRate,2,20,0.0492,0.0184,A0014
BreathRate,BreathRate,2,20,0.0404,0.0114,A0014
Temperature,BreathRate,2,20,0.0443,0.0446,A0014
BreathRate,BreathRate,3,30,0.05,0.0082,A0014
StressIndex,BreathRate,3,30,-0.013,0.0039,A0014
Temperature,BreathRate,3,30,0.0164,0.0178,A0014
TVOC,BreathRate,3,30,0.0447,0.0075,A0014
Activity_IR,BreathRate,4,40,0.0267,0.0465,A0014
HeartRate,BreathRate,4,40,0.0363,0.0455,A0014
TVOC,BreathRate,4,40,0.0346,0.0182,A0014
Risk_bin,BreathRate,4,40,-0.0659,0.0002,A0014
BreathRate,BreathRate,5,50,-0.0281,0.004,A0014
Humidity,BreathRate,5,50,0.0388,0.0326,A0014
Risk_bin,BreathRate,5,50,0.0333,0.0442,A0014
BreathRate,BreathRate,6,60,0.0433,0.0078,A0014
HeartRate,CO2,1,10,-0.0041,0.0102,A0014
CO2,CO2,1,10,0.0452,0.004,A0014
TVOC,CO2,1,10,0.0075,0.0174,A0014
HeartRate,CO2,2,20,0.0116,0.0004,A0014
BreathRate,CO2,2,20,-0.0369,0.0104,A0014
CO2,CO2,2,20,0.0266,0.0171,A0014
TVOC,CO2,2,20,0.022,0.0165,A0014
HeartRate,CO2,3,30,0.0393,0.0,A0014
StressIndex,CO2,3,30,0.003,0.022,A0014
CO2,CO2,3,30,0.0662,0.0006,A0014
TVOC,CO2,3,30,0.0132,0.0004,A0014
Risk_bin,CO2,3,30,-0.0315,0.0166,A0014
HeartRate,CO2,4,40,0.0137,0.0042,A0014
CO2,CO2,4,40,-0.0086,0.0049,A0014
HeartRate,CO2,5,50,-0.0058,0.0115,A0014
BreathRate,CO2,5,50,0.0219,0.0301,A0014
StressIndex,CO2,5,50,-0.0402,0.0102,A0014
Temperature,CO2,5,50,0.0364,0.043,A0014
Humidity,CO2,5,50,-0.0048,0.0235,A0014
CO2,CO2,5,50,0.0263,0.0001,A0014
TVOC,CO2,5,50,0.0087,0.0146,A0014
Risk_bin,CO2,5,50,0.0062,0.0004,A0014
CO2,CO2,6,60,0.0237,0.0004,A0014
TVOC,CO2,6,60,0.0209,0.0003,A0014
Activity_IR,HeartRate,1,10,0.0758,0.0006,A0014
HeartRate,HeartRate,1,10,0.2454,0.0,A0014
BreathRate,HeartRate,1,10,0.1174,0.0,A0014
HeartRate,HeartRate,2,20,0.1004,0.0028,A0014
BreathRate,HeartRate,2,20,0.0226,0.004,A0014
StressIndex,HeartRate,2,20,-0.0327,0.0451,A0014
HeartRate,HeartRate,3,30,0.0611,0.0071,A0014
Humidity,HeartRate,3,30,0.0668,0.0467,A0014
Activity_IR,HeartRate,4,40,0.0209,0.0015,A0014
BreathRate,HeartRate,4,40,0.0583,0.0116,A0014
Humidity,HeartRate,4,40,-0.0235,0.0021,A0014
TVOC,HeartRate,4,40,0.0188,0.0486,A0014
Risk_bin,HeartRate,4,40,-0.025,0.005,A0014
Activity_IR,HeartRate,5,50,0.0081,0.0406,A0014
HeartRate,HeartRate,5,50,-0.0061,0.0254,A0014
Temperature,HeartRate,5,50,-0.0083,0.0417,A0014
CO2,HeartRate,5,50,0.0242,0.0474,A0014
TVOC,HeartRate,5,50,-0.0003,0.0431,A0014
